"noted_date","temperature_inside","__dt"
"2018-10-27 09:17:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:17:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:20:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:18:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:20:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:21:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:21:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:21:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:22:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:22:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:22:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:24:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:24:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:25:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:27:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:28:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:28:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:30:00","32","2022-03-29 00:00:00.000"
"2018-10-27 09:31:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:32:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:30:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:35:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:34:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:36:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:37:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:38:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:40:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:40:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:42:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:41:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:42:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:41:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:43:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:44:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:44:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:44:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:47:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:47:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:49:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:50:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:50:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:52:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:53:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:53:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:55:00","33","2022-03-29 00:00:00.000"
"2018-10-27 09:59:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:00:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:00:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:01:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:05:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:04:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:07:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:09:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:09:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:10:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:10:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:11:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:12:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:13:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:14:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:13:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:15:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:17:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:19:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:52:00","33","2022-03-29 00:00:00.000"
"2018-10-27 10:54:00","34","2022-03-29 00:00:00.000"
"2018-10-27 11:17:00","33","2022-03-29 00:00:00.000"
"2018-10-27 11:23:00","33","2022-03-29 00:00:00.000"
"2018-10-27 11:33:00","33","2022-03-29 00:00:00.000"
"2018-10-27 14:00:00","34","2022-03-29 00:00:00.000"
"2018-10-27 12:35:00","33","2022-03-29 00:00:00.000"
"2018-10-27 11:35:00","33","2022-03-29 00:00:00.000"
"2018-10-27 14:08:00","34","2022-03-29 00:00:00.000"
"2018-10-27 14:10:00","34","2022-03-29 00:00:00.000"
"2018-10-27 15:01:00","33","2022-03-29 00:00:00.000"
"2018-10-27 15:05:00","33","2022-03-29 00:00:00.000"
"2018-10-27 15:11:00","33","2022-03-29 00:00:00.000"
"2018-10-27 15:15:00","33","2022-03-29 00:00:00.000"
"2018-10-27 15:17:00","33","2022-03-29 00:00:00.000"
"2018-10-27 15:23:00","33","2022-03-29 00:00:00.000"
"2018-10-27 17:08:00","33","2022-03-29 00:00:00.000"
"2018-10-27 17:10:00","33","2022-03-29 00:00:00.000"
"2018-10-27 17:12:00","33","2022-03-29 00:00:00.000"
"2018-10-27 17:40:00","33","2022-03-29 00:00:00.000"
"2018-10-27 17:42:00","33","2022-03-29 00:00:00.000"
"2018-10-27 18:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 18:28:00","34","2022-03-29 00:00:00.000"
"2018-10-27 19:56:00","33","2022-03-29 00:00:00.000"
"2018-10-27 19:58:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:00:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:02:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:04:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:30:00","33","2022-03-29 00:00:00.000"
"2018-10-27 20:50:00","33","2022-03-29 00:00:00.000"
"2018-10-27 20:32:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:52:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:54:00","34","2022-03-29 00:00:00.000"
"2018-10-27 20:56:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:14:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:16:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:36:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:28:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:38:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:40:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:42:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:46:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:48:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:50:00","34","2022-03-29 00:00:00.000"
"2018-10-27 21:54:00","33","2022-03-29 00:00:00.000"
"2018-10-27 21:56:00","34","2022-03-29 00:00:00.000"
"2018-10-27 22:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:00:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:28:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:28:00","34","2022-03-29 00:00:00.000"
"2018-10-27 22:30:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:30:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:34:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:36:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:40:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:38:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:46:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:44:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:44:00","34","2022-03-29 00:00:00.000"
"2018-10-27 22:48:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:50:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:52:00","33","2022-03-29 00:00:00.000"
"2018-10-27 22:50:00","34","2022-03-29 00:00:00.000"
"2018-10-27 23:22:00","33","2022-03-29 00:00:00.000"
"2018-10-27 23:24:00","33","2022-03-29 00:00:00.000"
"2018-10-27 23:57:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:28:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:26:00","33","2022-03-29 00:00:00.000"
"2018-10-27 23:59:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:30:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:32:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:45:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:47:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:49:00","33","2022-03-29 00:00:00.000"
"2018-10-28 00:59:00","33","2022-03-29 00:00:00.000"
"2018-10-28 01:31:00","33","2022-03-29 00:00:00.000"
"2018-10-28 01:57:00","34","2022-03-29 00:00:00.000"
"2018-10-28 01:59:00","33","2022-03-29 00:00:00.000"
"2018-10-28 01:59:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:01:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:13:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:15:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:19:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:21:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:41:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:43:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:55:00","33","2022-03-29 00:00:00.000"
"2018-10-28 02:57:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:09:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:11:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:25:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:37:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:39:00","33","2022-03-29 00:00:00.000"
"2018-10-28 03:41:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:01:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:03:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:13:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:23:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:21:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:15:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:33:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:35:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:37:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:39:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:43:00","34","2022-03-29 00:00:00.000"
"2018-10-28 04:51:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:53:00","34","2022-03-29 00:00:00.000"
"2018-10-28 05:05:00","33","2022-03-29 00:00:00.000"
"2018-10-28 04:59:00","33","2022-03-29 00:00:00.000"
"2018-10-28 05:07:00","33","2022-03-29 00:00:00.000"
"2018-10-28 05:21:00","33","2022-03-29 00:00:00.000"
"2018-10-30 01:50:00","33","2022-03-29 00:00:00.000"
"2018-10-30 02:06:00","33","2022-03-29 00:00:00.000"
"2018-10-30 01:52:00","33","2022-03-29 00:00:00.000"
"2018-10-30 02:48:00","33","2022-03-29 00:00:00.000"
"2018-10-30 02:54:00","33","2022-03-29 00:00:00.000"
"2018-10-30 03:02:00","33","2022-03-29 00:00:00.000"
"2018-10-30 03:04:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:30:00","33","2022-03-29 00:00:00.000"
"2018-10-30 03:28:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:32:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:36:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:40:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:38:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:42:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:48:00","32","2022-03-29 00:00:00.000"
"2018-10-30 03:52:00","31","2022-03-29 00:00:00.000"
"2018-10-30 03:54:00","32","2022-03-29 00:00:00.000"
"2018-10-30 04:04:00","31","2022-03-29 00:00:00.000"
"2018-10-30 03:58:00","31","2022-03-29 00:00:00.000"
"2018-10-30 04:18:00","31","2022-03-29 00:00:00.000"
"2018-10-30 04:28:00","31","2022-03-29 00:00:00.000"
"2018-10-30 04:48:00","31","2022-03-29 00:00:00.000"
"2018-10-30 04:53:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:06:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:10:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:08:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:21:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:25:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:31:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:28:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:41:00","31","2022-03-29 00:00:00.000"
"2018-10-30 05:56:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:00:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:03:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:07:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:09:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:16:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:26:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:29:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:33:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:49:00","31","2022-03-29 00:00:00.000"
"2018-10-30 06:56:00","31","2022-03-29 00:00:00.000"
"2018-10-30 07:13:00","31","2022-03-29 00:00:00.000"
"2018-10-30 07:26:00","30","2022-03-29 00:00:00.000"
"2018-10-30 07:40:00","30","2022-03-29 00:00:00.000"
"2018-10-30 07:46:00","30","2022-03-29 00:00:00.000"
"2018-10-30 07:50:00","30","2022-03-29 00:00:00.000"
"2018-10-30 07:58:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:02:00","30","2022-03-29 00:00:00.000"
"2018-10-30 07:53:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:09:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:16:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:25:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:22:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:29:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:31:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:35:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:58:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:56:00","30","2022-03-29 00:00:00.000"
"2018-10-30 08:48:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:01:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:04:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:14:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:20:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:24:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:27:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:35:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:43:00","30","2022-03-29 00:00:00.000"
"2018-10-30 09:50:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:04:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:06:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:27:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:29:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:34:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:42:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:44:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:52:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:56:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:18:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:22:00","30","2022-03-29 00:00:00.000"
"2018-10-30 10:58:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:29:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:35:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:41:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:50:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:56:00","30","2022-03-29 00:00:00.000"
"2018-10-30 11:58:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:04:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:12:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:08:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:21:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:23:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:26:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:33:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:38:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:47:00","30","2022-03-29 00:00:00.000"
"2018-10-30 12:50:00","30","2022-03-29 00:00:00.000"
"2018-10-30 13:08:00","30","2022-03-29 00:00:00.000"
"2018-10-30 13:35:00","30","2022-03-29 00:00:00.000"
"2018-10-30 13:37:00","29","2022-03-29 00:00:00.000"
"2018-10-30 13:43:00","29","2022-03-29 00:00:00.000"
"2018-10-30 14:08:00","29","2022-03-29 00:00:00.000"
"2018-10-30 14:13:00","29","2022-03-29 00:00:00.000"
"2018-10-30 14:17:00","30","2022-03-29 00:00:00.000"
"2018-10-30 14:23:00","30","2022-03-29 00:00:00.000"
"2018-10-30 14:29:00","30","2022-03-29 00:00:00.000"
"2018-10-30 14:47:00","30","2022-03-29 00:00:00.000"
"2018-10-30 14:53:00","30","2022-03-29 00:00:00.000"
"2018-10-30 15:14:00","30","2022-03-29 00:00:00.000"
"2018-10-30 15:16:00","30","2022-03-29 00:00:00.000"
"2018-10-30 15:21:00","30","2022-03-29 00:00:00.000"
"2018-10-30 15:25:00","31","2022-03-29 00:00:00.000"
"2018-10-30 15:27:00","31","2022-03-29 00:00:00.000"
"2018-10-30 15:40:00","31","2022-03-29 00:00:00.000"
"2018-10-30 15:43:00","31","2022-03-29 00:00:00.000"
"2018-10-30 15:50:00","31","2022-03-29 00:00:00.000"
"2018-10-30 15:57:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:03:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:10:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:26:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:33:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:35:00","31","2022-03-29 00:00:00.000"
"2018-10-30 16:38:00","32","2022-03-29 00:00:00.000"
"2018-10-30 16:40:00","32","2022-03-29 00:00:00.000"
"2018-10-30 16:45:00","32","2022-03-29 00:00:00.000"
"2018-10-30 23:10:00","32","2022-03-29 00:00:00.000"
"2018-10-30 23:44:00","32","2022-03-29 00:00:00.000"
"2018-10-30 23:48:00","32","2022-03-29 00:00:00.000"
"2018-10-30 23:52:00","32","2022-03-29 00:00:00.000"
"2018-10-31 02:37:00","32","2022-03-29 00:00:00.000"
"2018-10-30 23:58:00","32","2022-03-29 00:00:00.000"
"2018-10-31 00:12:00","32","2022-03-29 00:00:00.000"
"2018-10-31 02:39:00","32","2022-03-29 00:00:00.000"
"2018-10-31 02:43:00","32","2022-03-29 00:00:00.000"
"2018-10-31 02:47:00","32","2022-03-29 00:00:00.000"
"2018-10-31 02:49:00","32","2022-03-29 00:00:00.000"
"2018-10-31 03:01:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:05:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:09:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:35:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:29:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:41:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:43:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:51:00","31","2022-03-29 00:00:00.000"
"2018-10-31 03:53:00","31","2022-03-29 00:00:00.000"
"2018-10-31 04:08:00","31","2022-03-29 00:00:00.000"
"2018-10-31 04:28:00","31","2022-03-29 00:00:00.000"
"2018-10-31 04:50:00","31","2022-03-29 00:00:00.000"
"2018-10-31 05:24:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:05:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:03:00","30","2022-03-29 00:00:00.000"
"2018-10-31 05:40:00","30","2022-03-29 00:00:00.000"
"2018-10-31 06:16:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:23:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:25:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:27:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:31:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:35:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:40:00","31","2022-03-29 00:00:00.000"
"2018-10-31 06:42:00","30","2022-03-29 00:00:00.000"
"2018-10-31 06:44:00","30","2022-03-29 00:00:00.000"
"2018-10-31 06:59:00","30","2022-03-29 00:00:00.000"
"2018-10-31 06:54:00","30","2022-03-29 00:00:00.000"
"2018-10-31 07:19:00","30","2022-03-29 00:00:00.000"
"2018-10-31 07:35:00","31","2022-03-29 00:00:00.000"
"2018-10-31 07:53:00","31","2022-03-29 00:00:00.000"
"2018-10-31 07:47:00","31","2022-03-29 00:00:00.000"
"2018-10-31 07:56:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:06:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:18:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:27:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:10:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:31:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:33:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:39:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:41:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:45:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:48:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:50:00","31","2022-03-29 00:00:00.000"
"2018-10-31 08:52:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:13:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:09:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:15:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:19:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:25:00","31","2022-03-29 00:00:00.000"
"2018-10-31 09:27:00","30","2022-03-29 00:00:00.000"
"2018-10-31 09:32:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:04:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:08:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:14:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:35:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:38:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:28:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:49:00","30","2022-03-29 00:00:00.000"
"2018-10-31 10:57:00","30","2022-03-29 00:00:00.000"
"2018-10-31 11:04:00","30","2022-03-29 00:00:00.000"
"2018-10-31 11:14:00","30","2022-03-29 00:00:00.000"
"2018-10-31 11:17:00","30","2022-03-29 00:00:00.000"
"2018-10-31 11:53:00","30","2022-03-29 00:00:00.000"
"2018-10-31 12:25:00","30","2022-03-29 00:00:00.000"
"2018-10-31 12:49:00","31","2022-03-29 00:00:00.000"
"2018-10-31 12:27:00","30","2022-03-29 00:00:00.000"
"2018-10-31 12:43:00","31","2022-03-29 00:00:00.000"
"2018-10-31 14:13:00","32","2022-03-29 00:00:00.000"
"2018-10-31 14:15:00","31","2022-03-29 00:00:00.000"
"2018-10-31 14:25:00","31","2022-03-29 00:00:00.000"
"2018-10-31 14:17:00","32","2022-03-29 00:00:00.000"
"2018-10-31 14:29:00","32","2022-03-29 00:00:00.000"
"2018-10-31 15:51:00","32","2022-03-29 00:00:00.000"
"2018-10-31 15:53:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:03:00","32","2022-03-29 00:00:00.000"
"2018-10-31 15:57:00","32","2022-03-29 00:00:00.000"
"2018-10-31 15:55:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:05:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:11:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:13:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:15:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:25:00","32","2022-03-29 00:00:00.000"
"2018-10-31 16:27:00","32","2022-03-29 00:00:00.000"
"2018-10-31 23:50:00","32","2022-03-29 00:00:00.000"
"2018-10-31 23:54:00","32","2022-03-29 00:00:00.000"
"2018-10-23 00:28:00","33","2022-03-29 00:00:00.000"
"2018-10-23 00:34:00","34","2022-03-29 00:00:00.000"
"2018-10-23 00:36:00","33","2022-03-29 00:00:00.000"
"2018-10-23 00:38:00","34","2022-03-29 00:00:00.000"
"2018-10-23 00:40:00","33","2022-03-29 00:00:00.000"
"2018-10-23 00:44:00","34","2022-03-29 00:00:00.000"
"2018-10-23 00:46:00","33","2022-03-29 00:00:00.000"
"2018-10-23 00:48:00","34","2022-03-29 00:00:00.000"
"2018-10-23 00:54:00","33","2022-03-29 00:00:00.000"
"2018-10-23 00:58:00","34","2022-03-29 00:00:00.000"
"2018-10-23 01:20:00","34","2022-03-29 00:00:00.000"
"2018-10-23 01:22:00","33","2022-03-29 00:00:00.000"
"2018-10-23 01:02:00","33","2022-03-29 00:00:00.000"
"2018-10-23 01:50:00","33","2022-03-29 00:00:00.000"
"2018-10-23 01:58:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:18:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:26:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:28:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:30:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:32:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:42:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:50:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:36:00","33","2022-03-29 00:00:00.000"
"2018-10-23 02:54:00","32","2022-03-29 00:00:00.000"
"2018-10-23 02:56:00","32","2022-03-29 00:00:00.000"
"2018-10-23 03:20:00","31","2022-03-29 00:00:00.000"
"2018-10-23 03:06:00","31","2022-03-29 00:00:00.000"
"2018-10-23 03:22:00","31","2022-03-29 00:00:00.000"
"2018-10-23 03:26:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:30:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:32:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:40:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:34:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:48:00","30","2022-03-29 00:00:00.000"
"2018-10-23 03:56:00","30","2022-03-29 00:00:00.000"
"2018-10-23 04:10:00","30","2022-03-29 00:00:00.000"
"2018-10-23 04:18:00","30","2022-03-29 00:00:00.000"
